Tanggal;Jam;Jenis;Kategori;Jumlah;Keterangan
09/04/2024;13:15;Pengeluaran;Makan Siang;19278;Makan rutin
09/04/2024;17:00;Pengeluaran;Makan Siang;24936;Makan rutin
09/04/2024;07:30;Pengeluaran;Makan Pagi;32246;Makan rutin
10/04/2024;14:15;Pengeluaran;Makan Siang;20205;Makan rutin
10/04/2024;17:00;Pengeluaran;Makan Malam;40445;Makan rutin
10/04/2024;14:30;Pengeluaran;Makan Pagi;23941;Makan rutin
10/04/2024;09:15;Pengeluaran;Makan Pagi;41312;Makan rutin
10/04/2024;07:30;Pengeluaran;Makan Pagi;29999;Makan rutin
11/04/2024;07:15;Pengeluaran;Makan Pagi;33109;Makan rutin
11/04/2024;11:30;Pengeluaran;Makan Malam;40621;Makan rutin
11/04/2024;12:15;Pengeluaran;Bensin;60272;Pengisian bensin mingguan
11/04/2024;13:00;Pengeluaran;Transportasi Umum;34443;Transportasi alternatif
11/04/2024;06:30;Pengeluaran;Makan Siang;40239;Makan rutin
12/04/2024;06:45;Pengeluaran;Makan Malam;33377;Makan rutin
12/04/2024;08:45;Pengeluaran;Makan Pagi;21626;Makan rutin
12/04/2024;17:45;Pengeluaran;Makan Siang;11686;Makan rutin
12/04/2024;18:00;Pengeluaran;Makan Siang;21412;Makan rutin
12/04/2024;14:45;Pengeluaran;Makan Malam;23145;Makan rutin
12/04/2024;16:45;Pengeluaran;Makan Pagi;24658;Makan rutin
13/04/2024;14:00;Pengeluaran;Makan Malam;23717;Makan rutin
13/04/2024;19:30;Pengeluaran;Rekreasi;167216;Jalan-jalan weekend
13/04/2024;08:00;Pengeluaran;Makan Siang;29387;Makan rutin
13/04/2024;11:15;Pengeluaran;Makan Pagi;13850;Makan rutin
14/04/2024;13:45;Pengeluaran;Makan Malam;38141;Makan rutin
14/04/2024;16:00;Pengeluaran;Makan Pagi;10481;Makan rutin
14/04/2024;09:15;Pengeluaran;Makan Malam;35191;Makan rutin
14/04/2024;17:00;Pengeluaran;Makan Siang;35135;Makan rutin
15/04/2024;13:15;Pengeluaran;Rekreasi;239878;Jalan-jalan weekend
15/04/2024;12:45;Pengeluaran;Makan Pagi;21539;Makan rutin
15/04/2024;08:30;Pengeluaran;Makan Siang;50236;Makan rutin
15/04/2024;13:45;Pengeluaran;Makan Malam;36294;Makan rutin
15/04/2024;18:30;Pengeluaran;Makan Siang;20578;Makan rutin
16/04/2024;20:15;Pengeluaran;Makan Siang;35178;Makan rutin
16/04/2024;14:15;Pengeluaran;Makan Siang;30437;Makan rutin
16/04/2024;13:30;Pengeluaran;Makan Pagi;48036;Makan rutin
16/04/2024;20:45;Pengeluaran;Makan Pagi;30938;Makan rutin
16/04/2024;18:30;Pengeluaran;Bensin;77086;Pengisian bensin mingguan
17/04/2024;13:45;Pengeluaran;Makan Malam;28356;Makan rutin
17/04/2024;17:30;Pengeluaran;Makan Pagi;21758;Makan rutin
17/04/2024;15:45;Pengeluaran;Makan Pagi;36686;Makan rutin
17/04/2024;08:00;Pengeluaran;Makan Pagi;19607;Makan rutin
17/04/2024;13:45;Pengeluaran;Makan Pagi;25207;Makan rutin
17/04/2024;12:45;Pengeluaran;Makan Siang;14433;Makan rutin
18/04/2024;15:00;Pengeluaran;Makan Siang;39122;Makan rutin
18/04/2024;06:15;Pengeluaran;Makan Pagi;25673;Makan rutin
18/04/2024;08:15;Pengeluaran;Makan Siang;30241;Makan rutin
18/04/2024;20:15;Pengeluaran;Makan Siang;41783;Makan rutin
19/04/2024;10:45;Pengeluaran;Makan Siang;34514;Makan rutin
19/04/2024;06:00;Pengeluaran;Makan Siang;28372;Makan rutin
19/04/2024;19:15;Pengeluaran;Makan Malam;30172;Makan rutin
19/04/2024;09:15;Pengeluaran;Makan Malam;10351;Makan rutin
19/04/2024;09:30;Pengeluaran;Makan Malam;22731;Makan rutin
20/04/2024;09:30;Pengeluaran;Makan Siang;25511;Makan rutin
20/04/2024;07:15;Pengeluaran;Makan Malam;26468;Makan rutin
20/04/2024;17:00;Pengeluaran;Makan Pagi;14995;Makan rutin
20/04/2024;19:15;Pengeluaran;Makan Malam;24147;Makan rutin
21/04/2024;06:45;Pengeluaran;Makan Malam;31898;Makan rutin
21/04/2024;18:00;Pengeluaran;Makan Siang;32692;Makan rutin
21/04/2024;13:00;Pengeluaran;Makan Malam;21047;Makan rutin
22/04/2024;15:15;Pengeluaran;Makan Pagi;30774;Makan rutin
22/04/2024;20:30;Pengeluaran;Bensin;80280;Pengisian bensin mingguan
22/04/2024;07:00;Pengeluaran;Makan Siang;11269;Makan rutin
23/04/2024;09:45;Pengeluaran;Makan Pagi;21237;Makan rutin
23/04/2024;17:00;Pengeluaran;Makan Siang;19307;Makan rutin
23/04/2024;13:30;Pengeluaran;Makan Malam;23181;Makan rutin
23/04/2024;07:00;Pengeluaran;Makan Malam;25485;Makan rutin
23/04/2024;09:30;Pengeluaran;Makan Malam;19623;Makan rutin
24/04/2024;19:15;Pengeluaran;Makan Siang;20190;Makan rutin
24/04/2024;09:15;Pengeluaran;Makan Siang;22087;Makan rutin
24/04/2024;11:00;Pengeluaran;Makan Pagi;23880;Makan rutin
24/04/2024;10:30;Pengeluaran;Transportasi Umum;37885;Transportasi alternatif
25/04/2024;08:30;Pengeluaran;Listrik Kos;249011;Tagihan listrik kos
25/04/2024;15:30;Pengeluaran;Makan Siang;28180;Makan rutin
25/04/2024;20:30;Pengeluaran;Transportasi Umum;14192;Transportasi alternatif
25/04/2024;15:00;Pengeluaran;Makan Pagi;28156;Makan rutin
26/04/2024;14:30;Pengeluaran;Makan Pagi;36513;Makan rutin
26/04/2024;10:15;Pengeluaran;Makan Malam;40907;Makan rutin
26/04/2024;13:30;Pengeluaran;Makan Pagi;38974;Makan rutin
26/04/2024;09:45;Pengeluaran;Makan Malam;24361;Makan rutin
26/04/2024;14:00;Pengeluaran;Makan Malam;17428;Makan rutin
26/04/2024;11:00;Pengeluaran;Makan Siang;7375;Makan rutin
27/04/2024;13:15;Pengeluaran;Makan Siang;27450;Makan rutin
27/04/2024;09:45;Pengeluaran;Makan Malam;23402;Makan rutin
27/04/2024;13:15;Pengeluaran;Makan Siang;23510;Makan rutin
27/04/2024;19:45;Pengeluaran;Makan Siang;21420;Makan rutin
27/04/2024;18:30;Pengeluaran;Makan Malam;38629;Makan rutin
27/04/2024;06:30;Pengeluaran;Makan Malam;25402;Makan rutin
28/04/2024;19:15;Pengeluaran;Makan Siang;15967;Makan rutin
28/04/2024;06:45;Pengeluaran;Makan Siang;24500;Makan rutin
28/04/2024;17:15;Pengeluaran;Makan Pagi;33429;Makan rutin
29/04/2024;09:45;Pengeluaran;Makan Pagi;19576;Makan rutin
29/04/2024;17:30;Pengeluaran;Makan Pagi;27922;Makan rutin
29/04/2024;13:00;Pengeluaran;Makan Pagi;42180;Makan rutin
29/04/2024;09:30;Pengeluaran;Listrik Kos;329916;Tagihan listrik kos
29/04/2024;13:45;Pengeluaran;Makan Malam;27728;Makan rutin
30/04/2024;20:30;Pengeluaran;Belanja Bulanan;477479;Belanja kebutuhan bulanan
30/04/2024;18:00;Pengeluaran;Makan Pagi;27010;Makan rutin
30/04/2024;12:00;Pengeluaran;Makan Siang;24431;Makan rutin
30/04/2024;11:45;Pengeluaran;Makan Pagi;25696;Makan rutin
30/04/2024;20:15;Pengeluaran;Makan Malam;2150;Makan rutin
30/04/2024;09:00;Pengeluaran;Makan Siang;15096;Makan rutin
01/05/2024;07:09;Pengeluaran;Transportasi Umum;21000;Transportasi alternatif
01/05/2024;08:46;Pengeluaran;Makan Pagi;28000;Makan rutin
01/05/2024;09:15;Pemasukan;Gaji;4000000;Gaji bulanan
01/05/2024;13:51;Pengeluaran;Makan Siang;19000;Makan rutin
01/05/2024;19:20;Pengeluaran;Makan Malam;18000;Makan rutin
01/05/2024;19:33;Pengeluaran;Belanja Bulanan;317000;Belanja kebutuhan bulanan
02/05/2024;06:34;Pengeluaran;Makan Pagi;21000;Makan rutin
02/05/2024;12:36;Pengeluaran;Makan Siang;29000;Makan rutin
02/05/2024;19:03;Pengeluaran;Makan Malam;19000;Makan rutin
03/05/2024;06:38;Pengeluaran;Makan Pagi;27000;Makan rutin
03/05/2024;13:18;Pengeluaran;Makan Siang;25000;Makan rutin
03/05/2024;18:49;Pengeluaran;Makan Malam;29000;Makan rutin
04/05/2024;06:53;Pengeluaran;Makan Pagi;18000;Makan rutin
04/05/2024;12:51;Pengeluaran;Makan Siang;28000;Makan rutin
04/05/2024;19:19;Pengeluaran;Makan Malam;28000;Makan rutin
05/05/2024;07:00;Pengeluaran;Transportasi Umum;18000;Transportasi alternatif
05/05/2024;08:41;Pengeluaran;Makan Pagi;17000;Makan rutin
05/05/2024;11:34;Pengeluaran;Listrik Kos;205000;Tagihan listrik kos
05/05/2024;13:27;Pengeluaran;Makan Siang;26000;Makan rutin
05/05/2024;20:43;Pengeluaran;Makan Malam;27000;Makan rutin
06/05/2024;06:23;Pengeluaran;Makan Pagi;24000;Makan rutin
06/05/2024;10:43;Pengeluaran;Bensin;69000;Pengisian bensin mingguan
06/05/2024;13:10;Pengeluaran;Makan Siang;17000;Makan rutin
06/05/2024;20:34;Pengeluaran;Makan Malam;26000;Makan rutin
07/05/2024;07:30;Pengeluaran;Makan Pagi;21000;Makan rutin
07/05/2024;11:29;Pengeluaran;Makan Siang;23000;Makan rutin
07/05/2024;18:31;Pengeluaran;Makan Malam;21000;Makan rutin
08/05/2024;08:08;Pengeluaran;Makan Pagi;25000;Makan rutin
08/05/2024;12:37;Pengeluaran;Makan Siang;21000;Makan rutin
08/05/2024;20:27;Pengeluaran;Makan Malam;27000;Makan rutin
09/05/2024;06:45;Pengeluaran;Makan Pagi;24000;Makan rutin
09/05/2024;12:07;Pengeluaran;Makan Siang;28000;Makan rutin
09/05/2024;18:26;Pengeluaran;Makan Malam;25000;Makan rutin
10/05/2024;06:36;Pengeluaran;Makan Pagi;19000;Makan rutin
10/05/2024;13:59;Pengeluaran;Makan Siang;15000;Makan rutin
10/05/2024;19:43;Pengeluaran;Makan Malam;15000;Makan rutin
11/05/2024;08:39;Pengeluaran;Makan Pagi;29000;Makan rutin
11/05/2024;11:49;Pengeluaran;Makan Siang;20000;Makan rutin
11/05/2024;18:51;Pengeluaran;Makan Malam;22000;Makan rutin
12/05/2024;08:08;Pengeluaran;Makan Pagi;25000;Makan rutin
12/05/2024;11:16;Pengeluaran;Makan Siang;21000;Makan rutin
12/05/2024;19:36;Pengeluaran;Makan Malam;24000;Makan rutin
13/05/2024;08:26;Pengeluaran;Makan Pagi;27000;Makan rutin
13/05/2024;10:44;Pengeluaran;Bensin;69000;Pengisian bensin mingguan
13/05/2024;11:19;Pengeluaran;Makan Siang;25000;Makan rutin
13/05/2024;20:02;Pengeluaran;Makan Malam;28000;Makan rutin
14/05/2024;07:05;Pengeluaran;Makan Pagi;21000;Makan rutin
14/05/2024;13:38;Pengeluaran;Makan Siang;22000;Makan rutin
14/05/2024;18:16;Pengeluaran;Makan Malam;15000;Makan rutin
15/05/2024;08:11;Pengeluaran;Makan Pagi;27000;Makan rutin
15/05/2024;13:31;Pengeluaran;Makan Siang;27000;Makan rutin
15/05/2024;20:58;Pengeluaran;Makan Malam;24000;Makan rutin
16/05/2024;06:25;Pengeluaran;Makan Pagi;24000;Makan rutin
16/05/2024;13:42;Pengeluaran;Makan Siang;25000;Makan rutin
16/05/2024;18:44;Pengeluaran;Makan Malam;21000;Makan rutin
17/05/2024;07:35;Pengeluaran;Makan Pagi;22000;Makan rutin
17/05/2024;12:08;Pengeluaran;Makan Siang;29000;Makan rutin
17/05/2024;18:03;Pengeluaran;Makan Malam;26000;Makan rutin
18/05/2024;07:36;Pengeluaran;Makan Pagi;16000;Makan rutin
18/05/2024;13:14;Pengeluaran;Makan Siang;25000;Makan rutin
18/05/2024;20:30;Pengeluaran;Makan Malam;24000;Makan rutin
19/05/2024;08:11;Pengeluaran;Makan Pagi;27000;Makan rutin
19/05/2024;13:45;Pengeluaran;Makan Siang;15000;Makan rutin
19/05/2024;18:39;Pengeluaran;Makan Malam;23000;Makan rutin
20/05/2024;08:24;Pengeluaran;Transportasi Umum;25000;Transportasi alternatif
20/05/2024;08:54;Pengeluaran;Makan Pagi;21000;Makan rutin
20/05/2024;10:00;Pengeluaran;Bensin;59000;Pengisian bensin mingguan
20/05/2024;12:09;Pengeluaran;Makan Siang;15000;Makan rutin
20/05/2024;19:24;Pengeluaran;Makan Malam;23000;Makan rutin
21/05/2024;06:10;Pengeluaran;Makan Pagi;22000;Makan rutin
21/05/2024;13:02;Pengeluaran;Makan Siang;22000;Makan rutin
21/05/2024;19:00;Pengeluaran;Makan Malam;20000;Makan rutin
22/05/2024;08:37;Pengeluaran;Makan Pagi;24000;Makan rutin
22/05/2024;13:32;Pengeluaran;Makan Siang;20000;Makan rutin
22/05/2024;19:40;Pengeluaran;Makan Malam;26000;Makan rutin
23/05/2024;07:51;Pengeluaran;Makan Pagi;18000;Makan rutin
23/05/2024;12:37;Pengeluaran;Makan Siang;23000;Makan rutin
23/05/2024;18:15;Pengeluaran;Makan Malam;29000;Makan rutin
24/05/2024;07:36;Pengeluaran;Makan Pagi;27000;Makan rutin
24/05/2024;12:05;Pengeluaran;Makan Siang;28000;Makan rutin
24/05/2024;19:32;Pengeluaran;Makan Malam;24000;Makan rutin
25/05/2024;08:14;Pengeluaran;Makan Pagi;26000;Makan rutin
25/05/2024;11:23;Pengeluaran;Makan Siang;25000;Makan rutin
25/05/2024;20:43;Pengeluaran;Makan Malam;18000;Makan rutin
26/05/2024;06:54;Pengeluaran;Makan Pagi;25000;Makan rutin
26/05/2024;11:26;Pengeluaran;Makan Siang;18000;Makan rutin
26/05/2024;19:10;Pengeluaran;Makan Malam;27000;Makan rutin
27/05/2024;08:43;Pengeluaran;Makan Pagi;21000;Makan rutin
27/05/2024;10:48;Pengeluaran;Bensin;58000;Pengisian bensin mingguan
27/05/2024;12:24;Pengeluaran;Makan Siang;27000;Makan rutin
27/05/2024;19:11;Pengeluaran;Makan Malam;27000;Makan rutin
28/05/2024;07:17;Pengeluaran;Makan Pagi;24000;Makan rutin
28/05/2024;09:53;Pengeluaran;Transportasi Umum;27000;Transportasi alternatif
28/05/2024;12:09;Pengeluaran;Makan Siang;21000;Makan rutin
28/05/2024;20:24;Pengeluaran;Makan Malam;23000;Makan rutin
29/05/2024;06:22;Pengeluaran;Makan Pagi;15000;Makan rutin
29/05/2024;11:37;Pengeluaran;Makan Siang;16000;Makan rutin
29/05/2024;20:51;Pengeluaran;Makan Malam;29000;Makan rutin
30/05/2024;07:53;Pengeluaran;Makan Pagi;22000;Makan rutin
30/05/2024;12:43;Pengeluaran;Makan Siang;16000;Makan rutin
30/05/2024;18:39;Pengeluaran;Makan Malam;15000;Makan rutin
31/05/2024;07:14;Pengeluaran;Makan Pagi;18000;Makan rutin
31/05/2024;08:32;Pengeluaran;Transportasi Umum;23000;Transportasi alternatif
31/05/2024;11:46;Pengeluaran;Makan Siang;18000;Makan rutin
31/05/2024;18:10;Pengeluaran;Makan Malam;28000;Makan rutin
01/06/2024;06:18;Pengeluaran;Makan Pagi;21000;Makan rutin
01/06/2024;09:35;Pemasukan;Gaji;4000000;Gaji bulanan
01/06/2024;12:53;Pengeluaran;Makan Siang;19000;Makan rutin
01/06/2024;18:54;Pengeluaran;Belanja Bulanan;489000;Belanja kebutuhan bulanan
01/06/2024;20:38;Pengeluaran;Makan Malam;17000;Makan rutin
02/06/2024;08:04;Pengeluaran;Makan Pagi;23000;Makan rutin
02/06/2024;12:28;Pengeluaran;Makan Siang;16000;Makan rutin
02/06/2024;20:12;Pengeluaran;Makan Malam;21000;Makan rutin
03/06/2024;08:52;Pengeluaran;Makan Pagi;19000;Makan rutin
03/06/2024;09:39;Pengeluaran;Bensin;51000;Pengisian bensin mingguan
03/06/2024;12:37;Pengeluaran;Makan Siang;26000;Makan rutin
03/06/2024;20:16;Pengeluaran;Makan Malam;27000;Makan rutin
04/06/2024;08:19;Pengeluaran;Makan Pagi;22000;Makan rutin
04/06/2024;13:09;Pengeluaran;Makan Siang;15000;Makan rutin
04/06/2024;20:51;Pengeluaran;Makan Malam;26000;Makan rutin
05/06/2024;06:25;Pengeluaran;Makan Pagi;16000;Makan rutin
05/06/2024;10:35;Pengeluaran;Listrik Kos;160000;Tagihan listrik kos
05/06/2024;13:04;Pengeluaran;Makan Siang;24000;Makan rutin
05/06/2024;19:02;Pengeluaran;Makan Malam;15000;Makan rutin
06/06/2024;08:14;Pengeluaran;Makan Pagi;24000;Makan rutin
06/06/2024;12:32;Pengeluaran;Makan Siang;16000;Makan rutin
06/06/2024;19:18;Pengeluaran;Makan Malam;15000;Makan rutin
07/06/2024;07:31;Pengeluaran;Makan Pagi;17000;Makan rutin
07/06/2024;11:17;Pengeluaran;Makan Siang;25000;Makan rutin
07/06/2024;18:15;Pengeluaran;Makan Malam;18000;Makan rutin
08/06/2024;07:06;Pengeluaran;Makan Pagi;28000;Makan rutin
08/06/2024;12:20;Pengeluaran;Makan Siang;22000;Makan rutin
08/06/2024;13:19;Pengeluaran;Rekreasi;165000;Jalan-jalan weekend
08/06/2024;20:31;Pengeluaran;Makan Malam;23000;Makan rutin
09/06/2024;07:21;Pengeluaran;Makan Pagi;16000;Makan rutin
09/06/2024;13:04;Pengeluaran;Makan Siang;18000;Makan rutin
09/06/2024;20:54;Pengeluaran;Makan Malam;29000;Makan rutin
10/06/2024;08:23;Pengeluaran;Makan Pagi;23000;Makan rutin
10/06/2024;10:40;Pengeluaran;Bensin;53000;Pengisian bensin mingguan
10/06/2024;11:21;Pengeluaran;Makan Siang;25000;Makan rutin
10/06/2024;20:34;Pengeluaran;Makan Malam;26000;Makan rutin
11/06/2024;08:38;Pengeluaran;Makan Pagi;24000;Makan rutin
11/06/2024;13:39;Pengeluaran;Makan Siang;26000;Makan rutin
11/06/2024;19:32;Pengeluaran;Makan Malam;22000;Makan rutin
12/06/2024;06:55;Pengeluaran;Makan Pagi;15000;Makan rutin
12/06/2024;11:30;Pengeluaran;Makan Siang;22000;Makan rutin
12/06/2024;18:34;Pengeluaran;Makan Malam;24000;Makan rutin
13/06/2024;08:42;Pengeluaran;Makan Pagi;25000;Makan rutin
13/06/2024;12:01;Pengeluaran;Makan Siang;29000;Makan rutin
13/06/2024;18:33;Pengeluaran;Makan Malam;18000;Makan rutin
14/06/2024;08:03;Pengeluaran;Makan Pagi;26000;Makan rutin
14/06/2024;13:42;Pengeluaran;Makan Siang;20000;Makan rutin
14/06/2024;19:18;Pengeluaran;Makan Malam;23000;Makan rutin
15/06/2024;07:36;Pengeluaran;Makan Pagi;29000;Makan rutin
15/06/2024;13:50;Pengeluaran;Makan Siang;20000;Makan rutin
15/06/2024;19:29;Pengeluaran;Makan Malam;19000;Makan rutin
16/06/2024;06:42;Pengeluaran;Makan Pagi;23000;Makan rutin
16/06/2024;12:05;Pengeluaran;Makan Siang;24000;Makan rutin
16/06/2024;13:12;Pengeluaran;Rekreasi;211000;Jalan-jalan weekend
16/06/2024;19:05;Pengeluaran;Makan Malam;22000;Makan rutin
17/06/2024;07:41;Pengeluaran;Transportasi Umum;22000;Transportasi alternatif
17/06/2024;08:19;Pengeluaran;Makan Pagi;18000;Makan rutin
17/06/2024;10:16;Pengeluaran;Bensin;51000;Pengisian bensin mingguan
17/06/2024;11:41;Pengeluaran;Makan Siang;19000;Makan rutin
17/06/2024;20:30;Pengeluaran;Makan Malam;23000;Makan rutin
18/06/2024;08:20;Pengeluaran;Makan Pagi;18000;Makan rutin
18/06/2024;11:29;Pengeluaran;Makan Siang;25000;Makan rutin
18/06/2024;19:56;Pengeluaran;Makan Malam;25000;Makan rutin
19/06/2024;06:59;Pengeluaran;Makan Pagi;27000;Makan rutin
19/06/2024;11:50;Pengeluaran;Makan Siang;26000;Makan rutin
19/06/2024;20:08;Pengeluaran;Makan Malam;21000;Makan rutin
20/06/2024;08:34;Pengeluaran;Makan Pagi;24000;Makan rutin
20/06/2024;12:05;Pengeluaran;Makan Siang;28000;Makan rutin
20/06/2024;18:06;Pengeluaran;Makan Malam;15000;Makan rutin
21/06/2024;08:02;Pengeluaran;Makan Pagi;15000;Makan rutin
21/06/2024;11:17;Pengeluaran;Makan Siang;28000;Makan rutin
21/06/2024;19:57;Pengeluaran;Makan Malam;26000;Makan rutin
22/06/2024;07:54;Pengeluaran;Makan Pagi;28000;Makan rutin
22/06/2024;12:44;Pengeluaran;Makan Siang;19000;Makan rutin
22/06/2024;18:30;Pengeluaran;Makan Malam;16000;Makan rutin
23/06/2024;06:27;Pengeluaran;Makan Pagi;23000;Makan rutin
23/06/2024;09:52;Pengeluaran;Transportasi Umum;11000;Transportasi alternatif
23/06/2024;12:05;Pengeluaran;Makan Siang;29000;Makan rutin
23/06/2024;19:27;Pengeluaran;Makan Malam;16000;Makan rutin
24/06/2024;06:34;Pengeluaran;Makan Pagi;18000;Makan rutin
24/06/2024;09:52;Pengeluaran;Bensin;64000;Pengisian bensin mingguan
24/06/2024;13:12;Pengeluaran;Makan Siang;21000;Makan rutin
24/06/2024;20:28;Pengeluaran;Makan Malam;28000;Makan rutin
25/06/2024;06:11;Pengeluaran;Makan Pagi;26000;Makan rutin
25/06/2024;11:56;Pengeluaran;Makan Siang;16000;Makan rutin
25/06/2024;18:30;Pengeluaran;Makan Malam;29000;Makan rutin
26/06/2024;06:59;Pengeluaran;Makan Pagi;26000;Makan rutin
26/06/2024;13:35;Pengeluaran;Makan Siang;18000;Makan rutin
26/06/2024;19:50;Pengeluaran;Makan Malam;22000;Makan rutin
27/06/2024;07:42;Pengeluaran;Makan Pagi;27000;Makan rutin
27/06/2024;12:44;Pengeluaran;Makan Siang;17000;Makan rutin
27/06/2024;20:35;Pengeluaran;Makan Malam;21000;Makan rutin
28/06/2024;07:37;Pengeluaran;Makan Pagi;29000;Makan rutin
28/06/2024;13:58;Pengeluaran;Makan Siang;23000;Makan rutin
28/06/2024;19:42;Pengeluaran;Makan Malam;20000;Makan rutin
29/06/2024;06:15;Pengeluaran;Makan Pagi;29000;Makan rutin
29/06/2024;13:59;Pengeluaran;Makan Siang;19000;Makan rutin
29/06/2024;20:31;Pengeluaran;Makan Malam;25000;Makan rutin
30/06/2024;08:50;Pengeluaran;Makan Pagi;20000;Makan rutin
30/06/2024;13:50;Pengeluaran;Makan Siang;23000;Makan rutin
30/06/2024;19:44;Pengeluaran;Makan Malam;17000;Makan rutin
01/07/2024;07:50;Pengeluaran;Makan Pagi;19000;Makan rutin
01/07/2024;09:03;Pengeluaran;Bensin;51000;Pengisian bensin mingguan
01/07/2024;10:19;Pemasukan;Gaji;4000000;Gaji bulanan
01/07/2024;12:09;Pengeluaran;Makan Siang;23000;Makan rutin
01/07/2024;17:22;Pengeluaran;Belanja Bulanan;467000;Belanja kebutuhan bulanan
01/07/2024;19:10;Pengeluaran;Makan Malam;21000;Makan rutin
02/07/2024;08:27;Pengeluaran;Makan Pagi;22000;Makan rutin
02/07/2024;13:04;Pengeluaran;Makan Siang;18000;Makan rutin
02/07/2024;19:24;Pengeluaran;Makan Malam;23000;Makan rutin
03/07/2024;07:53;Pengeluaran;Makan Pagi;21000;Makan rutin
03/07/2024;12:51;Pengeluaran;Makan Siang;26000;Makan rutin
03/07/2024;20:21;Pengeluaran;Makan Malam;15000;Makan rutin
04/07/2024;06:10;Pengeluaran;Makan Pagi;27000;Makan rutin
04/07/2024;13:46;Pengeluaran;Makan Siang;23000;Makan rutin
04/07/2024;18:07;Pengeluaran;Makan Malam;15000;Makan rutin
05/07/2024;06:22;Pengeluaran;Makan Pagi;28000;Makan rutin
05/07/2024;11:50;Pengeluaran;Makan Siang;16000;Makan rutin
05/07/2024;12:56;Pengeluaran;Listrik Kos;208000;Tagihan listrik kos
05/07/2024;20:41;Pengeluaran;Makan Malam;23000;Makan rutin
06/07/2024;08:15;Pengeluaran;Makan Pagi;27000;Makan rutin
06/07/2024;12:44;Pengeluaran;Makan Siang;26000;Makan rutin
06/07/2024;20:26;Pengeluaran;Makan Malam;17000;Makan rutin
07/07/2024;06:50;Pengeluaran;Makan Pagi;21000;Makan rutin
07/07/2024;13:32;Pengeluaran;Makan Siang;15000;Makan rutin
07/07/2024;19:15;Pengeluaran;Makan Malam;26000;Makan rutin
08/07/2024;06:02;Pengeluaran;Makan Pagi;24000;Makan rutin
08/07/2024;11:57;Pengeluaran;Bensin;58000;Pengisian bensin mingguan
08/07/2024;13:22;Pengeluaran;Makan Siang;19000;Makan rutin
08/07/2024;20:11;Pengeluaran;Makan Malam;25000;Makan rutin
09/07/2024;08:39;Pengeluaran;Makan Pagi;17000;Makan rutin
09/07/2024;12:27;Pengeluaran;Makan Siang;21000;Makan rutin
09/07/2024;20:07;Pengeluaran;Makan Malam;16000;Makan rutin
10/07/2024;07:23;Pengeluaran;Makan Pagi;23000;Makan rutin
10/07/2024;12:03;Pengeluaran;Makan Siang;23000;Makan rutin
10/07/2024;20:40;Pengeluaran;Makan Malam;28000;Makan rutin
11/07/2024;07:38;Pengeluaran;Makan Pagi;15000;Makan rutin
11/07/2024;13:51;Pengeluaran;Makan Siang;28000;Makan rutin
11/07/2024;20:29;Pengeluaran;Makan Malam;28000;Makan rutin
12/07/2024;06:12;Pengeluaran;Makan Pagi;18000;Makan rutin
12/07/2024;13:12;Pengeluaran;Makan Siang;15000;Makan rutin
12/07/2024;18:58;Pengeluaran;Makan Malam;26000;Makan rutin
13/07/2024;08:00;Pengeluaran;Makan Pagi;18000;Makan rutin
13/07/2024;13:44;Pengeluaran;Makan Siang;21000;Makan rutin
13/07/2024;13:58;Pengeluaran;Rekreasi;203000;Jalan-jalan weekend
13/07/2024;20:06;Pengeluaran;Makan Malam;26000;Makan rutin
14/07/2024;07:01;Pengeluaran;Transportasi Umum;19000;Transportasi alternatif
14/07/2024;07:04;Pengeluaran;Makan Pagi;15000;Makan rutin
14/07/2024;13:23;Pengeluaran;Makan Siang;29000;Makan rutin
14/07/2024;18:29;Pengeluaran;Makan Malam;28000;Makan rutin
15/07/2024;07:32;Pengeluaran;Makan Pagi;18000;Makan rutin
15/07/2024;09:19;Pengeluaran;Bensin;66000;Pengisian bensin mingguan
15/07/2024;11:08;Pengeluaran;Makan Siang;19000;Makan rutin
15/07/2024;18:34;Pengeluaran;Makan Malam;22000;Makan rutin
16/07/2024;07:26;Pengeluaran;Makan Pagi;16000;Makan rutin
16/07/2024;13:20;Pengeluaran;Makan Siang;20000;Makan rutin
16/07/2024;19:11;Pengeluaran;Makan Malam;18000;Makan rutin
17/07/2024;06:40;Pengeluaran;Makan Pagi;15000;Makan rutin
17/07/2024;07:03;Pengeluaran;Transportasi Umum;15000;Transportasi alternatif
17/07/2024;12:07;Pengeluaran;Makan Siang;27000;Makan rutin
17/07/2024;18:59;Pengeluaran;Makan Malam;29000;Makan rutin
18/07/2024;06:08;Pengeluaran;Makan Pagi;24000;Makan rutin
18/07/2024;13:52;Pengeluaran;Makan Siang;22000;Makan rutin
18/07/2024;18:06;Pengeluaran;Makan Malam;28000;Makan rutin
19/07/2024;06:53;Pengeluaran;Makan Pagi;28000;Makan rutin
19/07/2024;12:22;Pengeluaran;Makan Siang;16000;Makan rutin
19/07/2024;19:58;Pengeluaran;Makan Malam;22000;Makan rutin
20/07/2024;08:00;Pengeluaran;Makan Pagi;18000;Makan rutin
20/07/2024;13:00;Pengeluaran;Makan Siang;15000;Makan rutin
20/07/2024;20:39;Pengeluaran;Makan Malam;28000;Makan rutin
21/07/2024;07:21;Pengeluaran;Makan Pagi;25000;Makan rutin
21/07/2024;11:47;Pengeluaran;Makan Siang;19000;Makan rutin
21/07/2024;20:48;Pengeluaran;Makan Malam;20000;Makan rutin
